A路计数,B路计数,AB符合计数,归一化功率(μW),归一化后符合计数,,红光波长：794.97000nm  PPKTP温度：40.86℃  紫光功率：5mW  计数时间：10s  符合窗口：1ns  AB路延时：64.8ns
9370202,3359,195,2105.615,92.60952263,,
9372302,39985,8070,2130.082,3788.586543,,
9374060,3143,138,1916.516,72.00566027,,
9374253,3661,259,1919.99,134.8965359,,
9364182,2846,101,1270.951,79.46805188,,
9338780,3604,194,1296.193,149.6690693,,
9355258,26223,5051,1446.622,3491.582459,,
9336390,3356,197,1447.153,136.1293519,,
9337178,3377,198,966.995,204.7580391,,
9345112,2555,39,966.928,40.33392352,,
9328097,3309,181,1151.072,157.2447249,,
9306814,20505,3896,1153.727,3376.882053,,
9321376,14138,2475,771.897,3206.386344,,
9313455,2435,22,773.38,28.44655926,,
9323332,2575,69,962.344,71.69993266,,
9295834,3144,134,898.938,149.0647853,,
9297108,15746,2893,1109.571,2607.313998,,
9274529,12891,2269,1124.039,2018.613233,,
9298640,3823,205,1071.565,191.3089733,,
9280350,2859,108,1103.355,97.8832742,,
9273702,3641,247,1113.597,221.8037585,,
9286937,2770,91,1090.546,83.44443976,,
9254996,2494,24,751.385,31.94101559,,
9266642,3595,252,1926.073,130.8361625,,
9259755,2421,9,1095.015,8.219065492,,
9253688,3117,152,1065.548,142.6496038,,
9249956,9166,1413,1016.437,1390.150103,,
9231985,11826,2005,1020.618,1964.496021,,
9240654,2446,20,1030.418,19.40959882,,
9236476,3338,138,1044.975,132.0605756,,
9226673,3711,277,1220.801,226.9002073,,
9213970,3161,171,1615.436,105.8537757,,
9214093,3116,165,1066.035,154.7791583,,
9201477,2524,39,1062.164,36.71749372,,
9202672,3434,208,1045.439,198.9594802,,
9215497,2613,49,1011.416,48.44692985,,
9173812,14059,2508,1027.808,2440.144463,,
9188356,11560,1973,1016.504,1940.966292,,
9178599,7468,1069,758.719,1408.953776,,
9172849,13161,2245,1279.712,1754.300968,,
9201806,2672,32,927.197,34.51262245,,
9177780,2732,63,924.542,68.14184753,,
9148128,2527,29,975.268,29.73541632,,
9158449,2579,45,965.291,46.61806647,,
9150373,2408,10,979.294,10.21143804,,
9159717,2974,125,990.134,126.2455385,,
9141944,14842,2622,1088.356,2409.138186,,
9151951,12020,1987,1089.219,1824.242875,,
9134738,15550,2703,1105.855,2444.262584,,
9114416,10056,1505,1044.621,1440.713905,,
9145485,8510,1232,1094.771,1125.349502,,
9109336,13083,2175,1092.117,1991.544862,,
9117615,8832,1284,764.149,1680.30057,,
9119727,22176,4317,1939.501,2225.830252,,
9156540,2392,11,1016.238,10.82423605,,
9180706,18909,3575,1023.848,3491.729241,,
9133651,8746,1405,1019.623,1377.960285,,
9175176,12594,2176,1051.479,2069.465962,,
9178551,14881,2658,1043.316,2547.646159,,
9131344,9956,1679,1046.767,1603.986369,,
9219167,14116,2553,1228.234,2078.594144,,
9249096,15827,2859,1611.321,1774.320573,,
9159819,15351,2702,1047.895,2578.502617,,
9190212,10207,1673,1052.164,1590.056303,,
9288929,37719,7348,1034.201,7105.001832,,
9326766,21230,3995,992.789,4024.017188,,
9324420,2529,7,941.599,7.434162526,,
9325727,18222,3413,949.983,3592.695869,,
9327868,8735,1313,759.448,1728.887297,,
9341845,13503,2330,1293.029,1801.970412,,
9361415,9055,1406,989.294,1421.215534,,
9361855,10495,1741,991.285,1756.306209,,
9366870,8484,1211,971.021,1247.140896,,
9364291,12377,2058,974.184,2112.537262,,
9366757,3107,157,1019.07,154.062037,,
9352558,2562,37,1021.835,36.20936844,,
9343352,2452,9,1330.437,6.764694608,,
9349523,3070,126,1360.7,92.59939737,,
9328724,2439,8,1351.011,5.921491387,,
9323448,3279,197,1347.405,146.2069682,,
9333332,9009,1382,867.626,1592.85222,,
9301976,20509,3823,2112.274,1809.897769,,
9316539,2463,14,1191.533,11.74956967,,
9300154,3018,138,1188.812,116.0822737,,
9299367,3783,287,1198.413,239.4833834,,
9332677,2820,82,1182.485,69.34548853,,
9291592,3548,219,1204.497,181.8186347,,
9314149,2767,74,1184.543,62.47134971,,
9305234,3879,377,1489.473,253.1096569,,
9288454,3490,149,1903.818,78.26378362,,
9289411,15650,2803,1152.532,2432.036594,,
9272995,13079,2334,1157.93,2015.665887,,
9270668,9275,1447,1150.408,1257.814619,,
9276095,11916,2048,1163.35,1760.433232,,
9238980,2403,9,1161.071,7.75146395,,
9233012,2853,87,1169.765,74.37391271,,
9238337,2473,30,945.514,31.72877398,,
9237430,2708,60,1628.443,36.84501085,,
9226341,2401,6,1185.582,5.060805579,,
9229400,3098,158,1198.126,131.8726077,,
9206513,2495,34,1342.007,25.33518827,,
9208095,2725,58,1336.897,43.38404529,,
9220450,2426,13,1335.371,9.735122299,,
9181696,2681,69,1318.226,52.34307319,,
9196519,11190,1729,1191.024,1451.691989,,
9184415,11508,1883,1179.676,1596.200991,,
9187923,2444,7,868.406,8.06074578,,
9186269,2975,107,2122.937,50.4018725,,
9173376,3891,315,1194.63,263.6799679,,
9169924,3244,195,1187.02,164.2769288,,
9132758,3351,181,1199.099,150.9466691,,
9134731,3012,105,1193.192,87.99924907,,
9139553,3567,259,1150.32,225.1547396,,
9134775,3156,119,1164.743,102.1684612,,
9148038,15508,2783,1492.614,1864.514201,,
9137971,22256,4138,1911.826,2164.422913,,
9110533,10224,1577,1163.438,1355.465439,,
9115657,10438,1707,1163.792,1466.756946,,
9115415,2535,32,1158.881,27.61284377,,
9101574,2478,29,1154.833,25.111856,,
9096010,2645,78,1195.936,65.22088138,,
9097172,2483,27,1206.045,22.38722436,,
9077318,2555,29,951.93,30.46442491,,
9054671,3040,124,1633.576,75.90708972,,
9073249,3507,161,662.104,243.1642159,,
9050466,2623,48,660.524,72.66957749,,
9057740,10986,1781,735.379,2421.880418,,
9050161,9126,1436,745.967,1925.018131,,
9088684,3374,207,733.413,282.2420655,,
9091538,2651,68,738.839,92.03628937,,
9090370,2536,43,441.081,97.48776302,,
9077918,3674,271,1132.888,239.2116432,,
9106426,2885,15,603.671,24.84797183,,
9036640,2724,60,586.501,102.3016159,,
9129221,2620,53,584.283,90.70946784,,
9151775,3035,130,608.327,213.700855,,
9085902,6516,823,613.556,1341.360854,,
9148525,8053,1235,606.69,2035.635992,,
9133044,7953,1149,697.724,1646.782969,,
9159458,10697,1740,1056.677,1646.671594,,
9236829,2757,75,604.961,123.9749339,,
9259955,2646,49,608.179,80.56838529,,
9258526,2728,80,605.298,132.1663049,,
9282279,2596,48,578.886,82.9178802,,
9293326,3238,86,592.756,145.0849928,,
9316476,2538,18,606.169,29.6946891,,
9322527,11964,2048,748.679,2735.484767,,
9315002,10713,1807,758.814,2381.347735,,
9327835,3359,217,765.738,283.3867459,,
9310457,2878,110,704.069,156.2346872,,
9290544,2401,7,626.596,11.17147253,,
9278007,2884,124,618.686,200.4247712,,
9286311,2466,23,449.002,51.22471615,,
9224755,2916,114,1167.066,97.68085095,,
9263053,2485,8,623.846,12.82367764,,
9260076,3081,130,639.777,203.195801,,
9270703,6025,718,607.122,1182.628862,,
9252342,6871,986,630.705,1563.329924,,
9274068,9636,1561,608.478,2565.41732,,
9251542,8705,1307,608.268,2148.723918,,
9227846,2877,114,707.78,161.0669982,,
9208129,3377,208,1077.229,193.0880064,,
9253184,2880,89,602.146,147.8046852,,
9244988,2871,117,618.33,189.2193489,,
9222666,3200,192,615.475,311.9541817,,
9213071,2833,93,582.286,159.7153289,,
9227148,11064,1805,769.61,2345.343746,,
9197763,7940,1168,775.632,1505.868763,,
9216170,7793,1159,869.545,1332.880989,,
9200436,12636,2133,899.002,2372.630984,,
9179500,8576,1310,886.345,1477.979793,,
9184155,10863,1761,884.162,1991.71645,,
9181937,6606,850,551.446,1541.402059,,
9175859,18777,3465,1428.659,2425.351326,,
9176299,2389,2,766.474,2.609351394,,
9133122,15359,2684,772.015,3476.616387,,
9136036,31119,5960,886.768,6721.036393,,
9132643,17294,3028,834.951,3626.560121,,
9142416,10934,1726,865.288,1994.711587,,
9126964,10806,1797,876.341,2050.571638,,
9115077,11085,1878,982.458,1911.532096,,
9125771,15936,2834,1403.33,2019.482232,,
9105796,12407,2066,849.038,2433.342206,,
9092008,8961,1397,845.434,1652.405747,,
9086527,2497,12,887.378,13.52298569,,
9113875,3652,152,892.134,170.3779925,,
9092909,2420,14,867.746,16.13375343,,
9061182,2815,82,864.716,94.82882241,,
9065964,2446,8,765.357,10.45263844,,
9046729,3013,155,766.935,202.1031769,,
9076033,6465,836,549.957,1520.118846,,
9040126,12804,2160,1407.312,1534.840888,,
9040396,11657,1952,822.174,2374.193297,,
9030125,11010,1751,840.727,2082.721264,,
9017409,2859,94,816.011,115.1945256,,
9036537,2922,138,813.358,169.6669855,,
9038018,2768,123,793.298,155.0489223,,
9038569,3320,96,776.465,123.6372534,,
9016263,3633,281,915.185,307.0417457,,
9075183,3499,224,1354.683,165.352337,,
9071854,2963,102,499.646,204.1445343,,
9068606,3165,65,485.506,133.8809407,,
9045367,3192,148,545.216,271.4520484,,
9108299,2726,90,564.679,159.3825873,,
9123218,8773,1362,592.292,2299.541442,,
9051755,7997,1128,598.452,1884.862946,,
9110620,5144,455,316.675,1436.804295,,
9173679,7737,1176,775.592,1516.261127,,
9126163,2478,37,440.653,83.96629548,,
9179384,2434,13,401.597,32.37075974,,
9201531,2570,50,433.933,115.2251615,,
9252035,2723,6,461.763,12.99367858,,
9239748,2351,8,442.071,18.09664058,,
9282762,2588,42,452.916,92.73242721,,
9319975,3212,182,547.386,332.489322,,
9312023,2802,69,570.36,120.9762255,,
9299714,8608,1351,551.991,2447.503673,,
9301531,7720,1050,521.165,2014.717028,,
9299861,4843,546,410.256,1330.876331,,
9296096,5768,726,444.203,1634.387881,,
9284043,2500,24,303.734,79.01650787,,
9253820,2609,43,777.626,55.296505,,
9261653,2503,27,440.281,61.32447233,,
9221833,2443,21,449.396,46.72938789,,
9249692,2444,8,435.086,18.38716943,,
9186982,2653,68,445.569,152.6138488,,
9257134,9412,1504,554.624,2711.747057,,
9219676,8525,1295,556.947,2325.176363,,
9234585,5916,774,602.875,1283.848227,,
9214553,6593,846,622.184,1359.726383,,
9202196,2645,51,606.147,84.13800613,,
9205123,2520,38,613.525,61.93716637,,
9201073,2723,77,393.873,195.4944868,,
9174787,2463,23,1010.708,22.75632527,,
9158465,2435,14,526.599,26.58569424,,
9159887,2641,71,531.679,133.539222,,
9148064,2610,6,609.037,9.85161821,,
9152214,13039,2145,607.326,3531.875797,,
9135830,6516,868,610.435,1421.936816,,
9127346,7235,1043,597.877,1744.505977,,
9136727,5964,750,525.728,1426.593219,,
9135575,6149,778,526.894,1476.577832,,
9112179,5173,599,397.657,1506.323289,,
9055012,12936,2150,1018.141,2111.691799,,
9087640,5987,693,376.941,1838.484007,,
9081454,5600,639,363.619,1757.333913,,
9096856,7297,1001,435.945,2296.161213,,
9037443,6764,930,447.102,2080.062268,,
9073814,7963,1172,445.957,2628.056068,,
9055468,6051,743,448.516,1656.574124,,
9073804,2617,43,444.25,96.79234665,,
9064168,2441,24,450.179,53.31212695,,
9039427,2743,83,443.47,187.1603491,,
9043854,2483,30,417.364,71.87970213,,
9052715,2829,86,472.169,182.1381751,,
9020988,2417,20,453.667,44.08519906,,
